,Result,Distance,BatAge,LOB,ERA_Starting,ERA_Opposing,IP_Starting,IP_Opposing,ERA+_Starting ,ERA+_Opposing,FIP_Starting,FIP_Opposing
113,0,3039.78,27.5,1008,7.94,2.14,1,248,0,0,5.2,236
114,1,3039.78,27.5,1008,4.39,4.65,94,55,0,0,143.2,69.2
115,1,3039.78,27.5,1008,2.93,3.52,146,154,1,0,200,179
116,0,-3039.78,27.5,1008,2.73,2.61,157,34,0,0,154.2,38
117,0,-3039.78,27.5,1008,3.4,3.52,57.5,154,0,0,90.05,179
118,0,-3039.78,27.5,1008,4.72,3.65,119,108,0,0,131.2,165
119,0,3039.78,27.5,1008,4.72,2.14,119,248,0,0,131.2,236
120,1,3039.78,27.5,1008,2.73,3.85,157,143,0,1,154.2,163.2
121,1,3039.78,27.5,1008,4.57,3.52,13,154,0,0,21.2,179
122,0,-3039.78,27.5,1008,4.72,2.61,119,34,0,0,131.2,38
123,1,-3039.78,27.5,1008,2.93,3.65,146,108,1,0,200,165
124,1,-3039.78,27.5,1008,2.73,3.52,157,154,0,0,154.2,179
125,0,-1260.34,29.3,1193,2.73,2.87,157,149,0,0,154.2,166.1
126,1,-1260.34,29.3,1193,3.4,3.33,57.5,173,0,0,90.05,194.2
127,0,-1260.34,29.3,1193,4.72,3.35,119,135.5,0,0,131.2,123.7
128,0,1260.34,29.3,1193,2.73,3.33,157,173,0,0,154.2,194.2
129,1,1260.34,29.3,1193,3.4,3.35,57.5,135.5,0,0,90.05,123.7
130,0,1260.34,29.3,1193,4.58,4.13,20,174,0,0,35.1,168
131,0,1260.34,29.3,1193,2.93,4.76,146,64,1,0,200,75.2
132,0,372.06,28.4,1066,3.74,3.06,107,182,1,1,180.1,144.1
133,1,372.06,28.4,1066,3.4,9,57.5,17,0,0,90.05,23
134,0,372.06,28.4,1066,4.39,4.38,94,35,0,2,143.2,51.1
135,0,-372.06,28.4,1066,4.72,5.18,119,133,0,1,131.2,170.1
136,1,-372.06,28.4,1066,2.93,4.15,146,10,1,0,200,17.1
137,1,-372.06,28.4,1066,3.74,4.36,107,56,1,0,180.1,126
138,1,372.06,28.4,1066,3.4,6.44,57.5,38,0,0,90.05,57.1
139,1,372.06,28.4,1066,4.72,6.75,119,2,0,0,131.2,4
140,1,372.06,28.4,1066,2.93,3.06,146,182,1,1,200,144.1
141,1,-372.06,28.4,1066,4.39,6.44,94,38,0,0,143.2,57.1
142,1,-372.06,28.4,1066,3.74,3.06,107,182,1,1,180.1,144.1
143,0,-372.06,28.4,1066,2.93,4.55,146,77,1,0,200,140.1
144,1,-372.06,28.4,1066,2.73,4.36,157,56,0,0,154.2,126
145,0,-372.06,28.4,1066,4.39,5.47,94,55,0,0,143.2,80.2
146,1,-372.06,28.4,1066,3.74,6.2,107,51,1,0,180.1,78.1
147,1,-372.06,28.4,1066,2.93,4.55,146,77,1,0,200,140.1
148,0,372.06,28.4,1066,4.57,1.46,13,25,0,0,21.2,37
149,0,372.06,28.4,1066,4.39,4.55,94,77,0,0,143.2,140.1
150,0,372.06,28.4,1066,3.74,3.05,107,17,1,0,180.1,20.2
151,0,2077.45,29.2,1122,4.39,3.39,94,119,0,0,143.2,202
152,0,2077.45,29.2,1122,9.49,5.67,9,30,0,0,12.1,33.1
153,1,2077.45,29.2,1122,2.93,3.71,146,173,1,0,200,215.2
154,0,-2077.45,29.2,1122,4.58,4.48,20,184,0,1,35.1,184.2
155,1,-2077.45,29.2,1122,2.73,4.22,157,133,0,0,154.2,158
156,1,-2077.45,29.2,1122,4.39,3.71,94,173,0,0,143.2,215.2
157,1,-2077.45,29.2,1122,3.74,3.65,107,111,1,1,180.1,130.2
158,0,-1964.14,28.7,1160,3.4,3.57,57.5,162,0,0,90.05,158.2
159,0,-1964.14,28.7,1160,4.39,2.66,94,182,0,2,143.2,199.2
160,0,1964.14,28.7,1160,2.93,2.85,146,138,1,1,200,198.2
161,0,1964.14,28.7,1160,3.74,3.57,107,162,1,0,180.1,158.2
0,1,2169.84,27.8,1144,4.365,5.42,73.5,56,0,0,88.1,73
1,0,2169.84,27.8,1144,5.86,4.16,89,101,0,0,153.2,145
3,1,-2169.84,27.8,1144,5.59,3.39,93,188,0,0,141.2,212.1
4,1,-2169.84,27.8,1144,4.365,6.04,73.5,108,0,0,88.1,132.2
5,0,-2169.84,27.8,1144,5.86,4.02,89,109,0,2,153.2,150
6,1,2169.84,27.8,1144,5.15,5.42,123,56,0,0,153.2,73
7,1,2169.84,27.8,1144,4.365,4.57,73.5,107,0,0,88.1,169.1
8,1,2169.84,27.8,1144,5.59,3.39,93,188,0,0,141.2,212.1
9,1,2169.84,27.8,1144,4.59,6.04,138,108,0,0,151,132.2
10,0,-2169.84,27.8,1144,4.365,4.57,73.5,107,0,0,88.1,169.1
11,0,-2169.84,27.8,1144,5.59,6.04,93,108,0,0,141.2,132.2
12,0,-2169.84,27.8,1144,5.86,3.39,89,188,0,0,153.2,212.1
13,1,2169.84,27.8,1144,5.18,4.57,77,107,0,0,83.1,169.1
14,0,2169.84,27.8,1144,5.15,4.16,123,101,0,0,153.2,145
15,1,2169.84,27.8,1144,2.76,4.02,45,109,1,2,71.2,150
16,1,-2169.84,27.8,1144,5.15,4.02,123,109,0,2,153.2,150
17,0,-2169.84,27.8,1144,2.76,3.27,45,117,1,0,71.2,154.1
18,0,-2169.84,27.8,1144,5.4,4.57,49,107,0,0,73.1,169.1
19,0,-2012.74,27.8,1053,5.86,3.71,89,179,0,0,153.2,206.1
20,1,-2012.74,27.8,1053,5.15,3.71,123,23,0,0,153.2,40.05
21,0,-2012.74,27.8,1053,4.365,3.78,73.5,120,0,0,88.1,171.1
22,0,2012.74,27.8,1053,5.86,4.07,89,104,0,0,153.2,137
23,1,2012.74,27.8,1053,2.76,3.78,45,120,1,0,71.2,171.1
24,0,2012.74,27.8,1053,5.59,4.365,93,73.5,0,0,141.2,88.1
26,0,2578.08,29.6,1212,4.59,4.57,138,157,0,0,151,171.1
27,0,2578.08,29.6,1212,5.18,4.32,77,139,0,0,83.1,162.1
28,0,2578.08,29.6,1212,4.365,3.52,73.5,161,0,0,88.1,189.1
29,1,-2578.08,29.6,1212,2.76,3.52,45,161,1,0,71.2,189.1
30,0,-2578.08,29.6,1212,5.59,5.4,93,10,0,0,141.2,13.1
31,0,-2578.08,29.6,1212,1.95,4.57,33,157,0,0,60,171.1
32,1,-1513.59,29.2,1068,4.59,3.07,138,226,0,1,151,214.1
33,1,-1513.59,29.2,1068,5.86,4.75,89,89,0,0,153.2,138.1
34,1,-1513.59,29.2,1068,5.15,3.56,123,137,0,0,153.2,149
35,0,-1513.59,29.2,1068,4.365,3.51,73.5,164,0,0,88.1,200
36,1,1513.59,29.2,1068,2.76,4.82,45,38,1,0,71.2,56
37,0,1513.59,29.2,1068,5.4,3.51,49,164,0,0,73.1,200
38,0,1513.59,29.2,1068,1.95,3.07,33,226,0,1,60,214.1
39,0,1522.98,27.9,1092,5.15,3.775,123,68,0,0,153.2,77.55
40,1,1522.98,27.9,1092,4.365,3.11,73.5,144,0,0,88.1,200
41,0,1522.98,27.9,1092,5.59,4.34,93,214,0,1,141.2,213.2
42,0,-1439.67,28.5,1191,4.59,2.82,138,51,0,0,151,60.2
43,0,-1439.67,28.5,1191,5.59,3.37,93,122,0,0,141.2,192.1
44,0,-1439.67,28.5,1191,5.18,5.52,77,13,0,0,83.1,29.1
45,1,-1794.85,28.6,1126,5.86,8.02,89,12,0,0,153.2,21.1
47,0,-1794.85,28.6,1126,4.59,3.3,138,194,0,0,151,182.2
48,0,1794.85,28.6,1126,5.15,3.3,123,194,0,0,153.2,182.2
49,0,1794.85,28.6,1126,2.76,3.75,45,101,1,0,71.2,134.1
50,0,1794.85,28.6,1126,5.4,4.04,49,162,0,0,73.1,158
51,0,1794.85,28.6,1126,4.59,3.85,138,136,0,0,151,147.1
54,1,1415.17,27.7,1118,4.59,3.15,138,66,0,0,151,111.1
55,1,1415.17,27.7,1118,5.86,5.14,89,119,0,0,153.2,157.2
56,0,-1781.36,30,1250,5.59,4.32,93,142,0,0,141.2,177
57,0,-1781.36,30,1250,4.365,3.67,73.5,159,0,0,88.1,208.2
58,0,-1781.36,30,1250,5.86,2.9,89,240,0,0,153.2,214.1
60,0,1781.36,30,1250,4.365,2.57,73.5,202,0,1,88.1,182
61,0,1781.36,30,1250,5.86,3.67,89,159,0,0,153.2,208.2
62,1,1781.36,30,1250,5.15,2.9,123,240,0,0,153.2,214.1
63,1,-1037.17,26.9,1110,5.15,4.04,123,111,0,2,153.2,211.2
64,0,-1037.17,26.9,1110,4.365,5.32,73.5,114,0,0,88.1,135.1
65,1,-1037.17,26.9,1110,5.59,3.15,93,196,0,0,141.2,228.2
66,0,1037.17,26.9,1110,5.59,3.15,93,196,0,0,141.2,228.2
67,0,1037.17,26.9,1110,4.59,3.24,138,161,0,0,151,211
68,0,1037.17,26.9,1110,5.86,5.36,89,54,0,0,153.2,94
69,1,-1614.32,27.9,1071,5.59,4.14,93,54,0,0,141.2,74
70,0,-1614.32,27.9,1071,4.59,3.35,138,125,0,1,151,198.2
71,1,-1614.32,27.9,1071,5.86,4.18,89,144,0,0,153.2,180.2
72,0,1702.18,28.2,1206,1.95,3.83,33,67,0,0,60,108
73,0,1702.18,28.2,1206,4.59,6.53,138,29,0,0,151,51
74,0,1702.18,28.2,1206,5.18,5.19,77,101,0,0,83.1,152.2
75,0,-1702.18,28.2,1206,5.4,4.05,49,25,0,1,73.1,60
76,0,-1702.18,28.2,1206,1.95,6.83,33,29,0,0,60,56.2
77,1,-1702.18,28.2,1206,5.59,6.85,93,34,0,0,141.2,47.1
78,1,2293.76,31.9,1064,5.86,3.74,89,128,0,0,153.2,185.1
80,0,2293.76,31.9,1064,4.59,4.98,138,79,0,0,151,86.2
81,0,-2293.76,31.9,1064,2.76,3.39,45,64,1,0,71.2,77
82,0,-2293.76,31.9,1064,5.4,3.74,49,128,0,0,73.1,185.1
83,0,-2293.76,31.9,1064,4.59,9.835,138,15.5,0,0,151,18.6
84,0,-2624.74,28.3,1126,5.18,3.96,77,124,0,0,83.1,152.1
85,0,-2624.74,28.3,1126,4.365,2.65,73.5,117,0,3,88.1,190.1
86,0,-2624.74,28.3,1126,5.86,6.04,89,46,0,0,153.2,44.2
88,0,2624.74,28.3,1126,5.18,3.83,77,171,0,1,83.1,200
89,0,2624.74,28.3,1126,4.365,2.65,73.5,117,0,3,88.1,190.1
91,0,-2624.74,28.3,1126,5.86,3.83,89,171,0,1,153.2,200
92,0,-2624.74,28.3,1126,5.15,2.65,123,117,0,3,153.2,190.1
94,1,-2624.74,28.3,1126,1.95,3.97,33,134,0,0,60,197
95,0,-2624.74,28.3,1126,4.365,3.83,73.5,171,0,1,88.1,200
96,1,2624.74,28.3,1126,5.59,2.65,93,117,0,3,141.2,190.1
97,1,2624.74,28.3,1126,1.95,3.97,33,134,0,0,60,197
98,0,2624.74,28.3,1126,4.59,2.67,138,67,0,0,151,64
99,1,2624.74,28.3,1126,5.18,2.67,77,67,0,0,83.1,64
100,0,2624.74,28.3,1126,5.15,3.83,123,171,0,1,153.2,200
101,0,2624.74,28.3,1126,2.76,3.96,45,124,1,0,71.2,152.1
102,0,2624.74,28.3,1126,5.86,2.65,89,117,0,3,153.2,190.1
103,0,1831.66,27.9,1126,5.59,3.35,93,53,0,0,141.2,80.2
104,1,1831.66,27.9,1126,4.59,3.3,138,209,0,0,151,191
105,0,1831.66,27.9,1126,5.86,3.52,89,125,0,0,153.2,166.1
107,1,3039.78,28.7,1131,4.59,6.3,138,70,0,0,151,90
108,1,3039.78,28.7,1131,5.18,6.13,77,27,0,0,83.1,39.2
109,0,-3039.78,28.7,1131,5.18,3.04,77,216,0,0,83.1,204.1
110,1,-3039.78,28.7,1131,4.365,2.66,73.5,185,0,0,88.1,219.2
111,1,-3039.78,28.7,1131,5.86,5.26,89,107,0,0,153.2,183
112,0,3039.78,28.7,1131,5.15,2.66,123,185,0,0,153.2,219.2
113,0,3039.78,28.7,1131,4.365,4.64,73.5,56.5,0,1,88.1,71.55
114,1,3039.78,28.7,1131,5.59,5.705,93,16,0,0,141.2,27.15
115,0,-3039.78,28.7,1131,4.365,5.26,73.5,107,0,0,88.1,183
116,0,-3039.78,28.7,1131,4.59,2.66,138,185,0,0,151,219.2
117,0,-3039.78,28.7,1131,5.59,3.04,93,216,0,0,141.2,204.1
118,0,-3039.78,28.7,1131,5.59,4.98,93,57,0,0,141.2,72.1
119,0,-3039.78,28.7,1131,5.18,3.6,77,12,0,0,83.1,15
120,0,-3039.78,28.7,1131,5.15,5.26,123,107,0,0,153.2,183
121,1,-3039.78,28.7,1131,2.76,2.66,45,185,1,0,71.2,219.2
122,1,3039.78,28.7,1131,1.95,3.6,33,12,0,0,60,15
123,1,3039.78,28.7,1131,5.59,5.26,93,107,0,0,141.2,183
124,1,3039.78,28.7,1131,5.18,6.3,77,70,0,0,83.1,90
125,0,-1096.82,28.7,1087,5.86,4.63,89,44,0,1,153.2,116.2
126,1,-1096.82,28.7,1087,4.59,3.97,138,198,0,0,151,201.2
127,0,1096.82,28.7,1087,4.365,2.94,73.5,219,0,2,88.1,241.2
128,0,1096.82,28.7,1087,5.59,3.06,93,169,0,1,141.2,173.1
129,0,-1260.34,29.5,1172,5.15,3.29,123,143,0,1,153.2,150.1
130,0,-1260.34,29.5,1172,4.59,3.33,138,151,0,0,151,186.2
132,0,-1260.34,29.5,1172,5.59,3.22,93,101,0,2,141.2,128.2
133,1,1260.34,29.5,1172,1.95,3.33,33,151,0,0,60,186.2
135,0,1260.34,29.5,1172,4.59,3.22,138,101,0,2,151,128.2
136,1,-372.06,29.6,1110,4.365,8.44,73.5,12,0,0,88.1,10.2
137,0,-372.06,29.6,1110,5.86,2.83,89,277,0,0,153.2,209.2
139,0,-372.06,29.6,1110,5.15,3.11,123,72,0,0,153.2,104.1
140,0,-372.06,29.6,1110,4.59,2.83,138,277,0,0,151,209.2
141,0,-372.06,29.6,1110,5.59,4.84,93,76,0,0,141.2,93
142,0,372.06,29.6,1110,5.86,4.84,89,76,0,0,153.2,93
143,1,372.06,29.6,1110,5.15,2.83,123,277,0,0,153.2,209.2
144,0,372.06,29.6,1110,4.59,4.185,138,38,0,0,151,49
145,0,-372.06,29.6,1110,4.59,3.775,138,68,0,0,151,77.55
146,0,-372.06,29.6,1110,5.18,3.42,77,189,0,2,83.1,213
147,0,-372.06,29.6,1110,5.15,3.62,123,84,0,0,153.2,124.1
148,0,-372.06,29.6,1110,2.76,2.83,45,277,1,0,71.2,209.2
149,0,372.06,29.6,1110,5.86,3.775,89,68,0,0,153.2,77.55
150,0,372.06,29.6,1110,1.95,4.795,33,20,0,0,60,25.05
151,0,372.06,29.6,1110,4.59,3.42,138,189,0,2,151,213
152,0,372.06,29.6,1110,5.59,3.42,93,189,0,2,141.2,213
153,0,372.06,29.6,1110,5.18,2.83,77,277,0,0,83.1,209.2
154,0,372.06,29.6,1110,5.15,3.62,123,84,0,0,153.2,124.1
155,0,2077.45,28.9,1065,4.59,4.15,138,139,0,1,151,203.2
156,0,2077.45,28.9,1065,5.59,4.21,93,177,0,1,141.2,224.2
157,1,2077.45,28.9,1065,5.15,6.2,123,83,0,0,153.2,81.1
158,0,2077.45,28.9,1065,1.95,4.32,33,76,0,0,60,77
159,1,-2077.45,28.9,1065,5.59,4.32,93,76,0,0,141.2,77
160,1,-2077.45,28.9,1065,5.18,7.67,77,14,0,0,83.1,27
161,0,-2077.45,28.9,1065,5.15,4.15,123,139,0,1,153.2,203.2
